smiles,solubility
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.389999999999999
Clc1cccc(Cl)c1c2ccccc2 ,-5.21
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.389999999999999
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66
Clc1ccc2ccccc2c1,-4.14
Cc1ccc(C)c2ccccc12,-4.14
Cc1cc(C)c2ccccc2c1,-4.29
CCc1cccc2ccccc12,-4.17
Brc1cccc2ccccc12,-4.35
Nc1cccc2ccccc12,-1.92
Oc1ccc2ccccc2c1,-2.28
c1c(Br)ccc2ccccc12 ,-4.4
c1ccc2ccccc2c1,-3.6
Ic1cccc2ccccc12,-4.55
Cc1ccc2ccccc2c1,-3.77
Clc1cccc2ccccc12,-3.93
Brc1ccc2ccccc2c1,-4.4
CCc1ccc2ccccc2c1,-4.29
Cc1cccc2ccccc12,-3.7
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57
Cc1ccc2cc(C)ccc2c1,-4.89
Cc1cccc2c(C)cccc12,-4.678999999999999
Oc1cccc2ccccc12,-2.22
Cc1cc2ccccc2cc1C,-4.72
O=N(=O)c1cccc2ccccc12,-3.54
CNC(=O)Oc1cccc2ccccc12,-3.224
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766
O=C1NC(=O)NC(=O)C1(CC)CC,-2.4
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
O=C1NC(=O)NC(=O)C1(C)CC,-1.228
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647
O=C1NC(=O)NC(=O)C1(C)C,-1.742
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
CCNc1nc(NC(C)C)nc(OC)n1,-2.084
CCNc1nc(Cl)nc(NCC)n1 ,-4.55
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239
c1ccncc1,0.7600000000000002
Cc1ccncc1C,0.3599999999999999
Cc1cccc(C)n1,0.4500000000000002
Cc1cccnc1C,0.3799999999999999
Oc1ccccn1,1.02
Cc1ccnc(C)c1,0.3799999999999999
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67
c1nccc(C(=O)NN)c1,0.008999999999999897
COC(=O)c1cccnc1 ,-0.45999999999999996
CCc1ccccn1,0.5100000000000002
Cc1cncc(C)c1,0.3799999999999999
NC(=O)c1cccnc1 ,0.6099999999999999
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
Oc1ccncc1,1.02
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.889999999999999
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.199999999999999
c1ccccc1C(O)c2ccccc2,-2.55
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15
C(c1ccccc1)c2ccccc2,-4.08
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.199999999999999
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
CC(C)C1CCC(C)CC1O ,-2.53
OC1CCCCC1,-0.43999999999999995
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
C/C1CCC(\C)CC1,-4.47
C1CCCCC1,-3.1
CC1CCCCC1,-3.85
C/C1CCCCC1\C,-4.3
CCC1CCCCC1,-4.25
OC1C(O)C(O)C(O)C(O)C1O,0.3500000000000001
Cc1ncnc2nccnc12,-0.4660000000000002
Oc2ncc1nccnc1n2,-1.947
COc2cnc1ncncc1n2,-1.139
COc1ncnc2nccnc12 ,-1.11
COc2ncc1nccnc1n2,-1.11
Cc2ncc1nccnc1n2,-0.1200000000000001
Cc2cnc1cncnc1n2,-0.8540000000000001
COc2cnc1cncnc1n2,-0.9100000000000001
c2cnc1ncncc1n2,0.020000000000000018
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-2.523
Cc1c[nH]c(=O)[nH]c1=O ,-1.506
Fc1c[nH]c(=O)[nH]c1=O ,-1.0770000000000002
O=c1cc[nH]c(=O)[nH]1 ,-1.4880000000000002
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
Cn1ccc(=O)[nH]c1=O,-0.8069999999999999
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.553999999999999
Nc3ccc2cc1ccccc1cc2c3 ,-5.17
Cc1c2ccccc2c(C)c3ccccc13,-6.57
c3ccc2c(O)c1ccccc1cc2c3 ,-4.73
Cc1ccc2cc3ccccc3cc2c1,-6.959999999999999
Cc1c2ccccc2cc3ccccc13,-5.89
c1ccc2cc3ccccc3cc2c1,-6.35
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
O(c1ccccc1)c2ccccc2,-3.96
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057
Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57
Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2
c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
c2c(C)cc1nc(C)ccc1c2 ,-1.94
Oc2ccc1ncccc1c2 ,-2.16
Oc1cccc2ncccc12 ,-2.54
Oc1cccc2cccnc12 ,-2.42
c1ccc2ncccc2c1,-1.3
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24
c1cncnc1,1.1
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16
CCCC1CCCC1,-4.74
C1CCCC1,-2.64
CCCCCC1CCCC1,-6.08
CC1CCCC1,-3.3
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
O=C1NC(=O)c2ccccc12 ,-2.61
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-5.36
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-2.523
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.16999999999999993
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317
Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002
Nc1cc[nH]c(=O)n1 ,-1.155
Nc1nc(=O)[nH]cc1F,-0.972
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.6240000000000001
Cc1cc(=O)n(c2ccccc2)n1C,0.7149999999999999
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.3639999999999999
ON=Cc1ccc(o1)N(=O)=O ,-2.19
O=Cc1ccco1,-0.10000000000000009
c1ccoc1,-0.8199999999999998
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73
C1CCOC1,0.48999999999999977
CC1CCCO1,0.10999999999999988
OCC1OC(O)(CO)C(O)C1O,0.6400000000000001
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71
OC1CCCCCCC1,-1.29
C1CCCCCCC1,-4.15
CN(C)C(=O)NC1CCCCCCC1,-2.218
Cc1ccc2c(ccc3ccccc32)c1,-5.84
c1ccc2c(c1)ccc3ccccc32,-5.26
Cc1cccc2c1ccc3ccccc32,-5.85
C(Cc1ccccc1)c2ccccc2,-4.62
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43
c1ccccc1C(O)C(O)c2ccccc2,-1.93
CC1=CC(=O)CC(C)(C)C1 ,-1.06
CC(=C)C1CC=C(C)C(=O)C1,-2.06
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.8500000000000001
CC1=CCC(CC1)C(C)=C,-4.26
C1CCC=CC1,-2.59
CC1=CCCCC1,-3.27
C1OC(O)C(O)C(O)C1O,0.3900000000000001
OCC1OC(O)C(O)C(O)C1O,0.7399999999999998
C1CCOCC1,-0.029999999999999805
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
c2ccc1scnc1c2 ,-1.5
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81
Sc2nc1ccccc1s2 ,-3.18
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
Cc1ncc(N(=O)=O)n1CCO,-1.22
Cc1ncc(N(=O)=O)n1CCO ,-1.26
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68
CC2=CC(=O)c1ccccc1C2=O ,-3.03
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
Sc1nccc(=O)[nH]1 ,-2.273
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999
Cc1c[nH]c2ccccc12 ,-2.42
c2ccc1[nH]ccc1c2,-1.52
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004
NC(=O)NC1NC(=O)NC1=O ,-1.6
O=C1CNC(=O)N1 ,-0.3999999999999999
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
c3ccc2nc1ccccc1cc2c3,-3.67
Nc2cccc3nc1ccccc1cc23 ,-4.22
C1CCCCCC1,-3.51
OC1CCCCCC1,-0.8799999999999999
